text,emotion
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯣ,proud
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯣ,tired
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯗꯨ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,happy
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯍꯥꯏ,tired
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯣ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,sad
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯍꯥꯏ,happy
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
